Tanggal,Wilayah,Seri,Penjualan Harian (Unit),Sumber
2024-03-01,Europe,Black Shark,1842,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-01,Latin America,Black Shark,767,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-01,Middle East & Africa,Black Shark,614,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-01,Asia,Other,17019,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-01,Europe,Other,7042,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-01,Latin America,Other,2934,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-01,Middle East & Africa,Other,2347,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Asia,Redmi,161778,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Europe,Redmi,66943,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Latin America,Redmi,27893,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Middle East & Africa,Redmi,22314,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Asia,Xiaomi Flagship,19078,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Europe,Xiaomi Flagship,7894,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Latin America,Xiaomi Flagship,3289,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Middle East & Africa,Xiaomi Flagship,2631,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Asia,POCO,27217,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Europe,POCO,11262,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Latin America,POCO,4693,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Middle East & Africa,POCO,3754,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Asia,Black Shark,4324,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Europe,Black Shark,1789,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Latin America,Black Shark,746,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Middle East & Africa,Black Shark,596,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Asia,Other,16534,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Europe,Other,6842,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Latin America,Other,2851,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-02,Middle East & Africa,Other,2281,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Asia,Redmi,180801,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Europe,Redmi,74814,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Latin America,Redmi,31173,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Middle East & Africa,Redmi,24938,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Asia,Xiaomi Flagship,21321,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Europe,Xiaomi Flagship,8822,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Latin America,Xiaomi Flagship,3676,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Middle East & Africa,Xiaomi Flagship,2941,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Asia,POCO,30418,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Europe,POCO,12587,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Latin America,POCO,5244,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Middle East & Africa,POCO,4196,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Asia,Black Shark,4833,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Europe,Black Shark,2000,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Latin America,Black Shark,833,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Middle East & Africa,Black Shark,667,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Asia,Other,18478,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Europe,Other,7646,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Latin America,Other,3186,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-03,Middle East & Africa,Other,2549,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Asia,Redmi,186961,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Europe,Redmi,77363,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Latin America,Redmi,32235,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Middle East & Africa,Redmi,25788,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Asia,Xiaomi Flagship,22047,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Europe,Xiaomi Flagship,9123,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Latin America,Xiaomi Flagship,3801,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Middle East & Africa,Xiaomi Flagship,3041,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Asia,POCO,31454,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Europe,POCO,13016,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Latin America,POCO,5423,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Middle East & Africa,POCO,4339,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Asia,Black Shark,4997,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Europe,Black Shark,2068,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Latin America,Black Shark,862,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Middle East & Africa,Black Shark,689,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Asia,Other,19108,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Europe,Other,7907,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Latin America,Other,3294,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-04,Middle East & Africa,Other,2636,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Asia,Redmi,163735,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Europe,Redmi,67752,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Latin America,Redmi,28230,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Middle East & Africa,Redmi,22584,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Asia,Xiaomi Flagship,19308,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Europe,Xiaomi Flagship,7990,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Latin America,Xiaomi Flagship,3329,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Middle East & Africa,Xiaomi Flagship,2663,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Asia,POCO,27547,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Europe,POCO,11399,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Latin America,POCO,4749,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Middle East & Africa,POCO,3800,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Asia,Black Shark,4377,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Europe,Black Shark,1811,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Latin America,Black Shark,755,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Middle East & Africa,Black Shark,604,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Asia,Other,16734,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Europe,Other,6924,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Latin America,Other,2885,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-05,Middle East & Africa,Other,2308,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Asia,Redmi,184349,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Europe,Redmi,76282,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Latin America,Redmi,31784,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Middle East & Africa,Redmi,25427,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Asia,Xiaomi Flagship,21739,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Europe,Xiaomi Flagship,8996,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Latin America,Xiaomi Flagship,3748,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Middle East & Africa,Xiaomi Flagship,2999,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Asia,POCO,31015,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Europe,POCO,12834,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Latin America,POCO,5347,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Middle East & Africa,POCO,4278,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Asia,Black Shark,4928,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Europe,Black Shark,2039,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Latin America,Black Shark,850,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Middle East & Africa,Black Shark,680,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Asia,Other,18841,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Europe,Other,7796,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Latin America,Other,3248,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-06,Middle East & Africa,Other,2599,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Asia,Redmi,161059,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Europe,Redmi,66645,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Latin America,Redmi,27769,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Middle East & Africa,Redmi,22215,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Asia,Xiaomi Flagship,18993,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Europe,Xiaomi Flagship,7859,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Latin America,Xiaomi Flagship,3275,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Middle East & Africa,Xiaomi Flagship,2620,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Asia,POCO,27096,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Europe,POCO,11212,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Latin America,POCO,4672,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Middle East & Africa,POCO,3737,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Asia,Black Shark,4305,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Europe,Black Shark,1781,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Latin America,Black Shark,742,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Middle East & Africa,Black Shark,594,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Asia,Other,16460,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Europe,Other,6811,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Latin America,Other,2838,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-07,Middle East & Africa,Other,2270,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Asia,Redmi,168773,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Europe,Redmi,69837,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Latin America,Redmi,29099,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Middle East & Africa,Redmi,23279,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Asia,Xiaomi Flagship,19902,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Europe,Xiaomi Flagship,8236,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Latin America,Xiaomi Flagship,3431,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Middle East & Africa,Xiaomi Flagship,2745,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Asia,POCO,28394,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Europe,POCO,11749,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Latin America,POCO,4896,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Middle East & Africa,POCO,3916,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Asia,Black Shark,4511,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Europe,Black Shark,1867,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Latin America,Black Shark,778,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Middle East & Africa,Black Shark,622,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Asia,Other,17249,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Europe,Other,7137,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Latin America,Other,2974,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-08,Middle East & Africa,Other,2379,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Asia,Redmi,161130,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Europe,Redmi,66674,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Latin America,Redmi,27781,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Middle East & Africa,Redmi,22225,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Asia,Xiaomi Flagship,19001,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Europe,Xiaomi Flagship,7863,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Latin America,Xiaomi Flagship,3276,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Middle East & Africa,Xiaomi Flagship,2621,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Asia,POCO,27108,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Europe,POCO,11217,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Latin America,POCO,4674,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Middle East & Africa,POCO,3739,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Asia,Black Shark,4307,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Europe,Black Shark,1782,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Latin America,Black Shark,743,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Middle East & Africa,Black Shark,594,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Asia,Other,16468,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Europe,Other,6814,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Latin America,Other,2839,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-09,Middle East & Africa,Other,2271,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Asia,Redmi,170830,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Europe,Redmi,70688,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Latin America,Redmi,29454,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Middle East & Africa,Redmi,23563,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Asia,Xiaomi Flagship,20145,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Europe,Xiaomi Flagship,8336,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Latin America,Xiaomi Flagship,3473,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Middle East & Africa,Xiaomi Flagship,2779,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Asia,POCO,28740,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Europe,POCO,11893,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Latin America,POCO,4955,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Middle East & Africa,POCO,3964,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Asia,Black Shark,4566,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Europe,Black Shark,1889,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Latin America,Black Shark,787,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Middle East & Africa,Black Shark,630,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Asia,Other,17459,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Europe,Other,7224,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Latin America,Other,3010,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-10,Middle East & Africa,Other,2408,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-11,Asia,Redmi,156556,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-11,Europe,Redmi,64782,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-11,Latin America,Redmi,26992,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-11,Middle East & Africa,Redmi,21594,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-11,Asia,Xiaomi Flagship,18462,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-03-11,Europe,Xiaomi Flagship,7639,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
